Packet Size,Source IP,Destination IP,Source Port,Destination Port
991.3549380682922,221.14.3.216,58.94.119.127,40643,60049
1131.7650749348638,229.80.186.55,169.25.78.99,13150,31752
895.8847093908814,244.132.120.254,116.48.226.10,24619,33341
1445.1501952880858,24.162.158.82,99.203.11.85,41657,32440
593.5623403093709,147.159.188.60,149.214.173.135,13142,43036
464.28252510869805,147.49.63.110,247.209.192.126,4341,41073
1309.4687358747174,211.150.152.109,64.2.76.121,46004,3533
374.21396585320633,76.30.58.230,42.210.54.251,45139,22424
1446.6726821888865,117.159.100.192,75.16.241.243,62670,49294
67.62398830023369,19.176.173.228,18.227.245.187,44182,7557
1456.3242987260767,94.183.113.183,90.144.6.185,56987,54903
112.58187232833536,225.146.63.116,108.235.175.239,48655,50857
1342.157514862203,113.251.220.251,48.42.76.188,50340,64668
815.1666081751348,47.203.57.252,77.132.231.246,40852,15694
1489.7989543729855,118.45.161.145,130.218.59.155,60366,4956
157.00501886632836,198.4.148.240,27.79.72.7,16528,48387
853.0887123819151,47.219.143.198,191.111.119.174,4081,60497
1455.4886766476934,47.78.124.75,63.232.124.12,27684,46833
808.4918740467158,103.137.90.144,141.254.43.17,38220,39352
962.6280252961307,69.249.244.61,63.253.209.120,1426,37808
1058.835599027695,138.50.3.205,36.213.8.69,9629,24747
709.0845439132712,107.113.94.254,90.208.36.28,58412,61670
959.959216121892,118.237.198.81,118.93.175.76,16785,1743
897.2557522884954,251.109.51.245,101.158.151.144,56525,1098
1356.679115211934,147.170.35.46,14.202.71.237,54333,59661
115.8972514951139,154.243.69.93,180.124.125.37,28067,27522
457.39662490873394,64.165.212.49,29.195.143.228,34659,32369
1428.0966519110102,149.74.192.5,175.174.180.19,14803,21565
1340.8824866418286,100.70.90.4,205.106.21.64,16179,46953
710.7022915392838,126.231.39.242,165.27.55.244,42002,58687
949.1922668122282,163.129.24.57,29.148.25.70,34156,35941
452.2027153226424,100.70.41.182,63.164.130.150,24875,27052
322.7756815994539,174.60.108.188,224.16.146.197,16390,30569
722.3626871629741,57.31.84.152,182.100.30.45,29432,15057
562.3607306377766,217.36.213.158,19.215.34.141,7595,32697
896.3013621837645,152.108.106.158,171.62.118.221,63604,31998
162.715223599228,86.220.135.163,100.22.180.180,50755,59923
1462.8724711159414,183.220.14.120,111.164.73.231,57850,24121
1480.0055794954242,138.80.144.182,243.147.38.70,58913,37999
1062.3344853286303,223.106.217.205,116.239.79.185,15041,28632
827.3397311989746,70.44.73.45,148.9.32.132,40260,24549
498.8150436151752,228.184.107.84,50.82.5.148,5174,58828
1230.0027785750756,82.250.107.185,87.126.75.165,46857,16067
1042.8602002031248,21.196.178.161,22.186.68.221,20447,42870
285.7945620500924,219.7.70.127,44.34.77.42,5161,12749
1370.8444175160716,143.210.160.248,137.106.95.135,31016,37728
1242.679002238595,203.148.216.143,68.147.234.222,46028,43099
1427.2098742732899,176.199.149.170,159.128.163.185,29926,51251
1102.293287163122,154.236.120.128,85.189.159.83,50628,54052
939.4520341068953,142.57.165.58,95.181.32.66,45945,38407
656.4524026213974,21.82.69.131,187.116.138.130,56713,30507
1402.4563008633193,87.218.165.216,194.60.216.17,14857,8289
1305.792639775592,49.147.115.89,96.144.16.46,2405,23787
115.56707165397464,85.128.140.249,167.245.159.107,9178,11140
88.23211302101541,189.169.161.178,88.129.139.119,35259,16757
595.8718819731719,117.196.127.234,85.4.71.154,14463,47684
1225.3023296336578,249.71.86.247,111.50.140.95,20146,26526
1481.5503875066695,33.81.152.61,209.225.203.92,24980,38444
268.10449210011586,61.98.28.186,224.65.47.220,64903,56968
911.489537260596,43.169.167.86,181.106.199.130,59584,44265
602.2917421149812,177.17.98.198,106.24.4.108,56923,10271
1456.3758768311745,238.198.98.65,19.154.203.40,18288,24864
1271.0724385467777,74.85.5.2,50.171.75.237,45798,22082
1265.5766218311499,22.112.57.66,195.12.195.234,4173,50717
729.6050817027069,74.98.144.112,27.113.182.194,25684,35953
651.4882783896145,179.125.167.86,49.144.130.60,63517,19659
446.44025429952404,76.88.239.168,182.30.84.166,41684,26652
131.7444701438443,38.188.59.138,28.25.96.125,21552,32386
1303.8474455698272,99.192.243.63,10.188.42.40,49928,21977
1228.7064632386125,49.192.32.135,225.77.248.105,2192,20152
1499.5906262648894,21.20.154.127,118.42.47.165,46148,48380
1495.1234137571628,68.110.116.214,246.208.237.22,36921,13085
855.3759731238098,143.120.232.213,185.212.242.107,16056,63368
1165.0317520117403,79.214.116.92,27.41.80.162,53821,7065
1419.9103083295206,14.155.125.233,160.218.89.66,36318,13697
1281.9887164822467,168.58.28.26,12.168.73.76,44851,62525
408.65474752763663,113.191.66.153,90.201.10.96,4540,62978
703.2889961996356,248.254.131.200,249.226.176.20,20775,62893
237.28115196966772,44.97.42.244,39.60.66.65,31397,22083
1433.3739895251474,227.6.167.180,179.124.164.152,57514,35352
928.953219953776,23.89.123.178,246.155.130.159,31294,45746
381.53206798002094,171.147.197.51,57.78.194.29,11410,18572
1023.9659923884923,11.248.12.74,15.12.101.156,37347,16102
946.285948663949,8.152.252.220,84.125.103.24,49804,6443
569.3359411476188,41.164.229.85,149.138.110.78,15181,36514
214.65850868946208,72.55.137.47,101.146.216.142,38903,11574
1023.7811336095594,143.176.238.104,162.128.58.76,40544,50646
804.4461663105003,210.42.60.212,150.248.198.36,50621,59784
1169.861668016677,198.12.130.7,173.164.22.206,40156,31361
804.2370766123904,80.131.109.3,127.80.189.100,4650,2492
1285.6631754618832,27.114.107.40,184.217.96.161,21424,25333
850.264916223004,230.161.220.129,173.164.148.18,37667,1832
863.3600587263101,247.8.101.160,38.195.151.224,39289,25771
1321.1477238546004,124.176.107.101,109.123.144.187,17003,7743
635.0501560079757,4.222.198.110,197.196.149.104,12553,62494
244.32208125342908,246.19.32.137,243.206.231.223,56414,17387
91.73488065434151,12.139.46.119,206.198.140.144,17669,29742
1144.9490207267474,16.129.63.109,81.237.87.142,27448,29825
949.4488494625238,119.245.21.158,61.199.46.32,55168,44383
1070.9156637438741,13.162.4.156,15.44.145.169,14406,38865
358.79803418792056,102.250.223.59,54.239.44.98,5049,9036
247.73863960081616,247.128.27.69,5.109.27.116,44250,19053
71.0897652184288,25.131.97.196,87.104.123.206,14868,47684
558.3519602695656,25.148.162.154,79.43.97.245,58459,42041
905.380645939218,126.254.133.227,31.99.17.220,54398,51305
618.7538653946118,189.220.221.9,83.110.182.190,5199,48939
684.3386369344072,116.230.178.134,215.32.168.141,31543,51529
1361.0301070159353,211.60.172.121,251.212.35.133,61677,1791
554.9704271837854,139.194.175.108,201.29.70.153,10198,4919
795.2847592817257,108.201.213.216,95.22.194.173,4467,59050
1186.2968684746575,226.214.131.76,69.252.219.89,22419,53630
624.9870343658417,220.30.218.240,72.247.129.212,11749,43992
952.0257153304166,21.156.248.218,172.87.96.75,34485,41121
1300.4273776827804,190.161.213.163,167.239.54.88,62488,16356
1426.804904303581,180.34.41.51,203.157.54.218,42139,15645
263.25654734710497,175.82.58.75,16.99.20.46,45572,12358
1393.5520564841668,185.23.176.128,195.193.127.58,32375,19198
763.5686249653304,150.17.69.108,181.111.129.81,19220,59845
424.4543630334896,139.94.15.91,194.157.84.70,47633,34677
715.7468465454789,163.33.212.125,8.29.112.179,15278,41526
1471.0472341639418,16.162.66.227,161.131.188.163,15045,37698
764.2962362896609,168.248.156.47,197.219.108.204,47160,38284
526.6898349168869,167.198.201.148,212.109.20.73,6748,43522
968.4312387592523,124.1.200.247,167.4.243.246,29714,3097
398.21114722837996,87.128.191.67,19.102.219.173,2431,50488
160.0018257575627,4.186.153.47,171.141.141.188,9056,7293
236.87559677044138,38.143.191.21,185.86.220.52,59584,64052
235.66646648877003,227.57.117.181,111.181.109.86,48364,55493
270.2589055928268,46.244.142.228,43.211.200.244,18818,18218
251.29940034164468,204.145.39.137,200.42.90.240,20905,27835
979.2683799646612,99.252.77.207,115.26.151.43,21780,7865
313.72612237876,210.115.225.134,77.156.137.20,41186,61225
551.2175608196017,251.219.151.187,184.211.240.39,30440,44747
1350.3431943637172,91.98.120.46,179.12.207.223,50727,35824
737.2443783811649,38.142.100.245,183.206.11.154,45378,10723
1017.9587208554894,72.190.35.147,42.155.11.38,26776,46529
299.8638132423633,30.78.251.84,98.171.19.192,13950,11786
328.8190772725726,113.25.168.88,134.174.116.230,54508,60262
109.25949358639434,14.154.102.215,113.170.220.65,34789,63841
294.95584145463863,150.176.249.83,99.232.72.187,54252,40921
453.95599159634,110.179.131.170,52.118.175.120,15414,52881
306.6652022012829,19.201.28.212,7.11.103.61,39891,42580
178.61867394773063,173.71.206.63,68.153.140.154,22963,3171
224.92201309587116,73.251.124.119,102.110.140.171,28331,34407
718.1292136474524,121.252.19.175,51.117.165.46,31852,34739
349.1838916883991,244.142.120.166,53.88.208.121,29537,39469
578.1912985197094,181.61.164.168,13.89.125.118,54228,54827
779.9550427395425,209.30.9.64,54.185.116.118,55479,62741
1051.0725015125797,161.120.52.89,4.75.224.49,25526,62132
107.00260276959347,142.203.53.227,7.110.122.11,31087,41658
1209.1450784181118,233.187.78.222,92.182.233.215,23510,3037
960.4555647618163,41.196.251.68,173.23.242.28,47301,21105
168.55059632586426,220.8.2.105,235.111.57.26,39282,17898
1316.689004954827,125.110.86.169,153.54.29.211,58740,54526
1385.264980771129,120.127.183.16,97.164.14.78,32716,52604
138.56304178955244,221.62.113.176,35.30.92.17,39408,38779
451.4725898134454,158.12.35.11,195.208.238.158,16982,9757
1218.991855699939,64.238.50.213,244.93.173.79,36040,10503
1134.9765510563045,149.69.48.20,110.248.217.179,18256,10849
317.5554780667471,101.195.172.161,102.106.251.47,11772,22328
353.5565188382299,245.253.201.189,181.64.246.244,63809,36718
587.1845490475039,137.68.35.209,250.166.64.87,11538,59720
752.558328526981,226.216.224.65,217.234.7.22,23762,41074
946.4694187189291,8.45.87.175,81.210.241.169,9719,16659
584.92477737617,168.76.182.76,74.138.185.135,9094,49639
720.6753383930644,174.47.15.105,240.125.50.230,28789,21784
1133.832860293947,147.26.52.93,219.52.161.1,42686,10514
103.19064419136696,150.232.21.51,236.181.188.162,53801,22276
416.0335692988301,38.20.249.157,4.145.132.171,31785,40778
1084.3568995326011,179.132.55.199,246.218.4.1,17722,7886
1348.049914646439,92.28.4.150,71.222.178.201,16147,45951
791.9322910677159,76.173.67.86,189.35.8.253,36168,5447
821.5645536347077,236.194.216.162,152.211.36.178,26640,11474
205.3994164426753,91.183.105.1,244.123.43.27,38170,57046
698.7479318940092,72.87.166.6,32.78.121.146,12206,63386
822.2950363597836,214.153.210.145,156.252.157.16,25857,63015
401.582230270358,61.12.6.218,99.47.251.187,34366,41951
440.4026848766024,27.136.211.124,31.4.165.17,63037,35865
597.0620365017029,106.193.185.93,39.48.174.218,32355,23578
79.10323677770323,109.241.99.168,176.39.233.132,47122,50877
517.0147900956085,142.35.176.237,30.158.22.203,27152,32850
356.59961014498975,84.56.177.141,66.108.12.222,32580,43903
524.8711606579762,189.230.49.46,36.18.90.181,62886,58289
223.65509113791427,113.190.136.43,199.253.1.127,22993,7849
1341.2645570728478,148.124.97.90,186.90.87.90,22900,44444
910.7090576533706,39.85.245.177,237.134.70.44,9973,13478
1034.69836275951,192.62.106.107,200.152.86.19,52986,25275
1194.2982959806404,54.126.233.9,101.146.95.254,25542,21672
772.741188447133,88.37.49.41,101.30.249.170,59472,41760
176.03441772676433,17.88.21.51,33.202.229.12,6694,25554
828.8044856368942,59.167.183.41,118.94.155.167,25123,13540
900.9196211302748,39.141.192.11,137.246.149.76,40359,48082
1130.8872375672786,238.147.139.77,247.29.161.235,13740,41568
675.9063420330351,127.46.45.1,190.117.15.2,53635,9582
234.99143905356746,168.108.19.76,180.231.117.172,39909,9743
461.4750634081505,72.200.189.245,182.18.3.135,54168,5910
576.4693297780209,109.12.189.240,171.210.236.166,8861,62086
986.5799999308218,161.45.90.103,165.186.161.108,50379,29209
877.6285417699222,220.250.197.8,187.95.122.11,48323,54111
566.340252551877,153.91.174.87,68.123.210.196,20183,38411
1480.4471107498205,158.237.175.215,113.98.93.216,60700,22599
928.3734880674864,177.175.84.82,22.194.172.127,52168,47748
393.978848017192,146.194.68.222,134.170.25.247,52419,44137
197.58458529958543,161.127.164.82,185.85.55.251,42290,40667
271.64575181728145,229.147.239.156,144.95.142.167,51863,11124
406.6387061575368,168.84.113.225,156.224.220.179,37901,61380
282.9879912263557,76.122.243.143,119.177.9.186,52036,8880
320.52218487439336,41.167.2.191,173.150.160.197,60329,39193
463.3879946060783,29.105.202.194,215.197.42.53,22584,29828
301.39171317739454,51.75.205.10,224.187.74.251,18130,65045
1350.3098657083165,142.210.51.118,39.122.15.199,59147,36814
166.3389312093812,201.121.39.28,157.123.111.131,47313,32012
810.5415148768693,3.84.198.155,83.10.92.29,9744,45467
645.0753991350092,117.2.93.166,207.35.6.140,38685,11936
1474.4489945174794,131.144.94.40,111.38.77.93,50519,39530
212.4564081436759,2.81.169.254,147.67.136.8,29386,48918
626.8906186163254,12.163.235.65,247.122.84.175,29282,23392
1455.7321282492849,55.45.207.218,132.179.85.195,22806,2794
1304.9853325462714,101.213.62.49,45.136.87.16,42192,13329
1234.754502876456,127.223.153.23,77.195.240.9,22144,10993
423.9590992151628,152.249.38.28,60.78.77.245,20814,13428
297.78700171559547,21.182.107.146,249.71.15.71,59679,10013
1019.5326688904249,164.99.173.119,102.226.169.22,60667,37007
1397.5951842349994,73.181.230.122,152.113.229.172,28936,45772
857.3061948701982,30.188.108.98,1.10.235.208,48398,40486
878.8383997313548,32.195.195.156,110.200.184.113,43931,20384
455.9696858074121,172.79.41.63,217.50.12.89,51095,21145
1165.7647531283085,23.104.75.48,209.188.154.238,55995,27311
321.2134354084089,160.250.251.57,112.78.169.164,35836,50928
519.3348927861533,118.100.124.161,121.23.171.134,50594,44453
666.8828359938043,152.167.34.184,239.197.171.25,51925,62337
786.0350490924598,156.165.7.196,18.190.141.43,61210,35184
401.49411200186637,165.56.65.193,78.28.146.59,57554,7813
216.51339587184512,47.148.19.157,188.63.185.92,63852,28205
935.3990615403673,202.188.146.220,179.56.155.160,51275,15409
468.51430219837084,163.171.239.223,111.137.232.224,37184,18085
892.7954210627878,219.126.139.49,212.220.225.68,20180,1129
273.8259371475933,113.38.64.69,46.249.226.240,11696,45271
747.6531476894853,136.162.176.116,67.154.136.6,15468,22161
822.2546771997995,184.204.230.65,208.24.176.231,7808,35738
125.14412839251902,31.132.113.109,94.173.13.197,18953,6568
538.0762033811848,178.69.158.120,25.148.118.82,2094,51271
244.90128156151266,88.187.67.75,111.82.66.202,23930,14299
141.89370718551322,45.4.154.155,247.45.114.175,35642,40777
1485.4423369654205,174.246.107.192,63.76.239.205,63583,64272
517.4130752133483,219.234.51.50,114.111.249.183,55229,35574
1224.3179464892205,6.59.125.143,203.147.35.231,46182,54717
419.2289494074576,245.30.170.229,53.26.238.14,3963,64412
1038.1789472246974,122.125.37.170,118.45.172.216,65365,20665
1152.3303968400455,124.101.35.87,233.193.51.171,30865,7237
913.6761738813742,134.196.18.252,119.214.151.184,43887,60365
733.7854733977297,201.113.29.77,246.19.82.76,17325,15509
647.1693255135393,59.175.126.244,183.220.92.188,8218,16629
555.8589864873431,145.109.224.240,187.33.147.28,6875,38661
1397.8172591593475,22.68.69.165,123.180.253.126,56849,51737
1254.3981412922074,233.49.141.162,177.37.154.99,17402,21414
1449.2890204664432,109.86.53.123,98.127.227.168,1702,10891
230.23097405403985,87.179.131.42,80.38.77.126,31664,59490
1109.757839045284,98.160.109.51,87.252.54.150,34780,5005
1410.593662390505,250.241.85.174,16.28.240.163,30801,10517
312.78794594020724,127.236.21.44,188.173.46.72,60843,6706
146.41958768182735,139.103.68.243,236.183.247.214,27207,6806
1124.6249414705856,129.92.191.24,85.26.232.85,28469,51119
882.9860141108722,125.227.141.111,153.233.65.134,2526,54726
1270.6517262994944,98.139.228.179,151.115.64.87,51965,30823
252.66994610811977,253.17.99.252,171.107.151.96,22689,42929
1203.1376021968408,82.104.214.249,158.77.235.146,17222,18008
342.35961406922956,152.250.19.165,87.207.225.149,22435,61068
287.3011171552715,231.85.8.28,57.103.151.91,51601,46804
288.1854069999398,5.145.101.164,45.172.210.88,16891,23784
1231.133344335504,118.147.64.91,115.47.168.179,63525,27017
1014.5359700094901,117.98.11.54,170.135.50.176,15290,2548
808.444865915223,173.47.140.246,84.91.134.91,40446,53942
570.3042019790786,149.246.139.231,137.245.109.57,36232,50426
1321.940784179007,220.5.209.184,31.21.90.40,44026,27144
619.0454057628214,20.169.46.250,112.45.77.177,57032,1102
1234.0691872337868,12.70.17.115,87.148.101.246,32237,36915
686.7456174268167,147.154.48.108,117.92.145.28,8391,26497
596.569422666116,236.52.96.70,169.194.25.58,59646,40856
720.8856892209293,183.250.228.102,242.41.134.75,14514,46860
486.997917538006,75.161.190.216,249.253.38.134,36386,9441
1134.033601255564,151.143.155.203,173.75.142.66,54865,14386
778.9445656340947,192.249.243.242,168.3.247.117,52612,2233
386.7084079628851,209.179.181.206,99.225.152.19,39309,38945
1354.3831312481243,219.82.92.179,146.192.241.116,62171,5922
606.6422709911566,175.239.4.135,125.88.237.35,60573,63205
838.1516486152834,109.163.48.73,190.1.228.153,10243,19586
1364.384560898593,72.116.173.81,173.177.252.126,7334,65534
955.1450940752885,81.113.225.96,235.226.89.144,37331,11895
219.5021590271279,72.147.63.38,226.221.147.151,30655,8634
1412.756579239539,67.187.69.13,211.25.16.182,15768,44869
960.1766769535559,175.238.189.31,243.73.129.42,20891,28406
535.6131412527749,247.208.114.224,147.225.162.80,57547,16815
251.94450536191152,22.93.214.171,236.104.183.146,19649,59071
1201.3365244419292,67.54.138.42,34.89.125.45,7402,36336
949.1054960963446,64.126.21.208,134.21.122.70,20173,39314
823.5185833656662,204.194.169.152,96.105.48.235,43157,3394
1346.1442454238886,35.184.30.57,39.31.234.10,12446,20689
1193.4659562755696,222.47.163.19,30.249.244.18,28950,5734
269.9285756124892,114.8.26.113,188.88.244.125,38703,1352
501.99699830354496,232.71.30.135,73.223.15.4,34195,47475
410.30925273097535,67.65.36.25,191.168.9.109,14204,39371
1128.7221242303815,37.1.143.37,137.154.132.209,28325,21636
98.6220303668801,141.232.136.133,16.143.99.121,53558,46914
876.340043063409,188.128.201.127,52.69.247.5,37955,7818
1155.5650943240012,1.164.35.194,20.79.146.111,25038,33912
1321.3101733045366,191.104.23.9,2.93.13.4,50263,7773
546.0185356380658,34.174.206.128,170.109.74.189,31960,47555
1240.8230917744186,4.158.223.102,95.105.8.67,15360,51140
210.41601858505047,75.99.72.3,240.191.110.9,59526,21632
1277.3558230150513,142.188.205.173,222.117.11.99,23224,16474
234.8585603813745,224.34.45.61,229.253.42.141,6494,4699
626.0665713125326,83.123.102.16,164.120.141.12,31883,55870
1206.0782803803527,66.168.145.119,37.74.252.248,15977,19484
267.380269655722,162.234.124.144,73.52.199.130,40068,57041
382.41452308733017,102.188.66.194,246.56.60.23,39531,39435
1097.266224169946,218.13.184.111,103.40.64.231,54449,58700
1094.052977991808,159.252.34.39,85.151.157.206,28457,12584
979.6640676836811,195.136.215.206,218.179.197.247,26981,55425
1056.225244477295,120.126.55.27,223.89.31.178,7547,51492
836.9504428540145,118.221.231.53,20.236.183.209,22411,51372
415.1086354150815,39.65.145.233,237.130.153.13,58214,33487
551.2591905806833,158.181.13.21,122.103.220.106,48785,32687
313.3166893620672,147.53.19.57,119.70.195.186,32193,49175
1367.253313933761,25.214.31.81,99.82.75.118,46665,4194
895.9181024108747,183.23.32.190,84.192.69.211,24014,59797
631.2345543072778,74.10.228.200,214.59.188.211,30685,34147
719.9084152839924,54.52.148.160,126.111.62.144,14443,29834
1423.5608424371321,114.14.178.156,128.216.105.68,15481,10742
272.3595345183163,110.244.53.152,15.217.236.183,3088,62265
900.033256424356,79.22.30.191,35.183.14.177,39107,63661
783.5385843824756,4.205.59.215,211.102.100.7,11590,1052
936.6086413802393,8.210.12.119,30.211.49.217,34109,63394
76.25976654021873,159.206.34.82,144.111.246.232,32552,48623
1314.5796679690197,248.98.127.75,179.72.210.220,51678,18421
1401.571509601238,105.204.49.79,80.244.83.42,7154,44686
869.4431162043529,185.223.241.250,17.191.173.205,41211,42811
1060.1436946214938,93.154.18.96,7.155.10.34,3066,46430
1387.6241027070787,214.38.209.87,36.153.6.152,5622,48681
1075.496019754428,88.50.8.169,146.215.134.29,44006,3048
271.1816122256789,134.69.172.121,126.153.183.81,33910,58666
885.6181222418791,64.157.156.139,174.152.75.26,34501,39631
929.7368172551411,121.65.107.147,127.115.126.226,49649,60233
664.9894733884597,137.155.162.172,28.131.75.166,53733,62384
1117.844141655848,196.100.82.143,189.78.179.90,29740,14527
1404.8321714150716,51.141.83.177,176.21.54.184,13625,55967
1392.0743437148258,198.112.56.204,103.222.59.72,37042,11327
703.7170885359916,179.165.145.186,179.20.112.224,9085,18162
214.1951664690951,215.218.157.161,214.59.71.137,9633,26369
1478.0197384953851,60.219.217.120,109.129.157.191,36395,53911
1266.4022253466044,183.138.175.23,200.56.246.196,45838,51414
230.76088774473692,213.149.235.13,35.123.131.246,18509,30529
1385.2207297951898,101.161.24.108,237.104.7.27,21829,60581
1311.349724990086,11.17.196.175,1.219.208.230,8881,2930
802.3151828328046,25.94.201.21,199.172.87.41,12644,41191
907.3493818301474,84.211.211.140,123.75.42.117,9201,8985
628.5539206116889,37.42.145.101,161.178.63.228,31135,27164
129.40437629194543,246.48.103.28,165.233.187.127,56258,59586
536.0360003865563,41.99.47.240,209.227.176.133,24066,54777
1214.1375004671165,146.206.227.236,48.224.3.116,19669,59725
56.716433356674145,105.124.199.233,175.190.99.116,25429,13055
533.573798952159,13.210.229.141,14.191.112.253,62537,16152
627.3446057068678,100.31.130.16,61.159.95.17,12850,16687
829.2236242599881,137.73.166.203,124.24.116.151,14914,65344
1383.7906437985027,54.184.214.225,82.50.246.206,17916,35252
552.2016918306438,100.109.87.173,242.79.79.70,52555,16706
553.0821427495301,237.162.137.216,27.15.50.36,61532,57845
1119.376809759135,8.7.36.18,247.8.79.131,59055,16217
705.7160142902204,3.28.70.236,190.47.205.105,54928,29585
375.67699326297384,172.149.28.232,98.216.232.96,47622,51592
706.0372983924054,54.182.65.100,189.160.222.116,10508,44837
254.2426795507098,21.252.235.227,241.13.1.34,6519,8790
305.7611304340238,13.57.49.118,190.79.236.78,29505,30868
772.6332704722456,54.138.53.44,121.93.98.82,12291,30456
657.4419017815944,47.53.74.46,246.199.221.247,53385,30528
1376.526556548745,13.165.102.24,159.192.253.153,41190,51604
575.471153719118,2.214.81.100,38.14.136.91,7767,38170
891.853107903163,142.138.163.153,54.130.209.101,55824,41321
966.783217483319,131.111.102.17,206.89.56.94,38963,21882
68.98696205308377,12.182.116.24,93.84.85.189,49797,62661
1012.1291894242304,29.171.153.228,245.22.35.229,58066,61430
308.15215196113957,122.188.90.230,16.50.122.128,50500,4095
1443.55196033071,65.84.119.156,113.171.17.80,63455,17963
265.5609552420138,16.175.209.104,186.247.130.132,27593,25955
651.2049794041844,92.186.204.27,85.167.226.94,29576,51739
173.7570187140336,246.181.170.187,134.81.231.217,46796,45484
1495.4676651766238,175.222.233.162,69.69.148.192,44754,2064
778.1827649803017,165.134.135.224,16.51.105.165,29972,3710
913.3082751140635,224.245.153.33,232.201.197.170,11799,13690
147.26089221321985,55.186.7.244,185.66.9.107,4581,63143
1137.4426820788078,57.126.12.16,100.86.64.214,4611,36345
354.3631099885994,208.43.117.228,22.162.183.157,17559,2803
1352.178719689035,205.135.228.111,166.251.110.97,1978,14210
347.4524786989104,51.201.160.75,18.71.193.127,47586,17483
326.49719496231654,8.225.215.217,97.1.216.132,54530,21734
102.99701837973757,248.200.45.214,4.125.82.27,60739,23243
734.4970704094989,59.132.104.195,171.59.32.161,24568,6081
869.0196432307938,157.233.157.98,28.106.105.183,63332,61687
145.27752717111093,226.156.205.79,228.188.70.62,59559,19757
1174.5150442077654,124.215.172.218,208.34.87.114,34479,20181
707.26881038464,4.90.104.137,106.216.56.113,42293,36054
810.3658905249911,119.133.56.96,13.184.18.182,16162,20637
689.1059830604308,212.178.75.143,205.113.229.171,43486,44100
631.1064382692226,32.28.22.233,39.189.170.209,4151,50568
861.478480396916,17.59.90.236,79.146.151.182,24171,18516
275.09835659953313,199.106.185.26,243.30.250.98,46552,21770
313.7957892181431,25.138.251.45,58.196.67.71,12583,6212
1299.5891504696,83.11.205.181,248.146.106.7,48588,42594
1421.8674200937676,200.104.68.239,40.70.214.250,4419,63834
591.2985086056418,95.156.203.235,193.68.238.49,26413,30704
442.57977605815296,65.49.175.52,52.114.107.29,1869,38849
983.7993376965728,102.216.182.188,149.218.78.9,34956,61143
642.6645480922398,57.47.159.233,251.175.76.42,46746,37790
86.81021570750005,174.242.26.241,179.184.179.198,64773,9888
276.42126618097603,114.5.84.52,128.20.216.155,39696,56742
1088.1597318287263,105.203.248.54,166.72.65.182,14755,37469
1005.4397157697194,161.178.166.155,241.113.24.128,60135,6820
89.28918913005106,226.15.224.61,175.199.83.214,55536,48242
371.85963480277667,122.21.46.197,63.185.183.60,34146,40155
385.05845505270355,134.38.62.86,99.62.30.221,52048,9147
1024.2444782181562,190.210.78.202,22.203.212.126,52200,9246
78.58027974382803,46.141.223.222,157.243.169.42,36609,25098
200.95744387763207,3.222.6.93,98.193.31.158,4856,47446
1209.8783237911246,8.172.237.235,112.146.247.122,33356,51576
308.88975997878373,108.161.209.240,17.38.142.215,13491,30849
996.4818563852183,75.77.50.11,217.207.110.184,42049,37863
395.36503251775343,95.156.236.70,22.195.56.119,14131,42600
194.19001950105047,169.16.68.99,147.57.172.226,63835,63002
402.5996769492084,252.48.184.64,35.114.125.129,13482,3810
1097.2870511907058,187.90.190.249,52.85.221.198,29690,57345
1290.7598787541144,76.139.101.89,165.65.179.129,44505,34662
1253.818803622138,18.19.215.55,219.21.181.16,3605,37988
625.9161179467595,102.118.210.154,236.123.61.54,10606,45588
1018.7234480274369,134.4.108.115,168.26.80.220,59498,27012
347.2272283529404,29.59.125.98,65.100.74.192,52662,36531
475.06420887846923,17.107.43.245,171.17.121.187,59202,34732
1349.6869368556236,80.194.162.247,23.135.172.181,9442,34132
68.85278909056726,8.141.106.8,71.108.79.162,29115,61276
173.9873697389787,222.96.228.239,46.237.196.206,30137,30739
351.4350699617396,94.65.171.39,78.16.71.96,19851,24830
88.47169561703859,81.187.84.88,147.2.10.178,59095,37925
313.0813808802061,242.86.93.86,125.81.229.140,64068,18067
895.4102634060537,44.137.165.74,70.150.32.105,15443,11249
661.0655983591221,36.101.220.156,84.129.182.239,62054,10776
1344.3739810616134,170.171.213.216,245.58.198.211,12838,4481
1235.2931645207393,170.252.104.66,146.134.45.97,34828,43640
545.6351599619202,55.200.176.91,23.23.154.205,11048,53151
426.1639784753741,22.101.155.121,135.79.44.27,64312,10265
600.553991842537,93.195.108.141,26.97.207.36,44724,1477
905.9276666464713,173.10.228.9,109.55.192.219,58860,10920
438.6922791931706,182.248.247.155,185.69.61.130,8459,58360
955.0159163812443,34.243.129.160,55.122.97.80,2572,22850
643.6468956772986,89.93.71.241,87.38.119.208,59511,12000
850.4684122353714,67.212.148.117,78.157.154.35,6089,49664
682.3834672462092,94.163.99.113,79.67.87.157,23904,34610
476.9753513357806,103.91.90.206,34.97.169.169,56359,5892
1425.2572950951271,17.18.173.116,151.71.3.58,54133,17420
1157.2284015316532,93.212.181.91,32.31.82.43,4431,32658
253.16410486135618,82.68.193.114,135.105.1.61,34431,13195
1309.2785650519736,1.58.154.109,14.180.224.6,33964,25135
756.7752374617947,148.116.87.10,103.10.71.90,6690,34712
1347.1007289964325,59.203.41.105,226.158.228.149,38146,22328
